"tablescraper-selected-row","tablescraper-selected-row 2","tablescraper-selected-row 3","tablescraper-selected-row href","tablescraper-selected-row 4","tablescraper-selected-row href 2","tablescraper-selected-row 5","reference","reference href","cite-bracket","cite-bracket 2","tablescraper-selected-row 8"
"Beta Alpha Sigma Zeta","November 20, 2016","Frederick","https://en.wikipedia.org/wiki/Frederick,_Maryland","Maryland","https://en.wikipedia.org/wiki/Maryland","Active","","","","",""
"Beta Alpha Tau Zeta","November 20, 2016","White Marsh","https://en.wikipedia.org/wiki/White_Marsh,_Maryland","Baltimore County","https://en.wikipedia.org/wiki/Baltimore_County,_Maryland","Active","220","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:13-272","[","]","Maryland"
"Beta Alpha Upsilon Zeta","","Sawyerville","https://en.wikipedia.org/wiki/Sawyerville,_Alabama","Alabama","https://en.wikipedia.org/wiki/Alabama","Active","","","","",""
"Beta Alpha Phi Zeta","","Arkansas City","https://en.wikipedia.org/wiki/Arkansas_City,_Arkansas","Arkansas","https://en.wikipedia.org/wiki/Arkansas","Active","","","","",""
"Beta Alpha Chi Zeta","","Dublin","https://en.wikipedia.org/wiki/Dublin,_Georgia","Georgia","https://en.wikipedia.org/wiki/Georgia_(U.S._state)","Active","","","","",""
"Beta Alpha Psi Zeta","March 28, 2017","St. Augustine","https://en.wikipedia.org/wiki/St._Augustine,_Florida","Palm Coast","https://en.wikipedia.org/wiki/Palm_Coast,_Florida","Active","","","","","Hasting"
"Beta Alpha Omega Zeta","April 18, 2017","Moody","https://en.wikipedia.org/wiki/Moody,_Alabama","Alabama","https://en.wikipedia.org/wiki/Alabama","Active","","","","",""
"Gamma Alpha Alpha Zeta","","Selma","https://en.wikipedia.org/wiki/Selma,_Alabama","Alabama","https://en.wikipedia.org/wiki/Alabama","Active","","","","",""
"Gamma Alpha Beta Zeta","July 29, 2017","Abington","https://en.wikipedia.org/wiki/Abington_Township,_Montgomery_County,_Pennsylvania","Pennsylvania","https://en.wikipedia.org/wiki/Pennsylvania","Active","","","","",""
"Gamma Alpha Gamma Zeta","","New Roads","https://en.wikipedia.org/wiki/New_Roads,_Louisiana","Louisiana","https://en.wikipedia.org/wiki/Louisiana","Active","","","","",""
"Gamma Alpha Delta Zeta","","Franklin","https://en.wikipedia.org/wiki/Franklin,_Virginia","Southampton County","https://en.wikipedia.org/wiki/Southampton_County,_Virginia","Active","","","","","Virginia"
"Gamma Alpha Epsilon Zeta","","Irvine","https://en.wikipedia.org/wiki/Irvine,_California","California","https://en.wikipedia.org/wiki/California","Active","","","","",""
"Gamma Alpha Zeta Zeta","February 28, 2018","Mount Pleasant","https://en.wikipedia.org/wiki/Mount_Pleasant,_Michigan","Michigan","https://en.wikipedia.org/wiki/Michigan","Active","394","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-455","[","]",""
"Gamma Alpha Eta Zeta","April 19, 2018","Montgomery County","https://en.wikipedia.org/wiki/Montgomery_County,_Maryland","Maryland","https://en.wikipedia.org/wiki/Maryland","Active","220","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:13-272","[","]",""
"Gamma Alpha Theta Zeta","","Aurora","https://en.wikipedia.org/wiki/Aurora,_Colorado","Colorado","https://en.wikipedia.org/wiki/Colorado","Active","","","","",""
"Gamma Alpha Iota Zeta","","Northern Colorado","https://en.wikipedia.org/wiki/Northern_Colorado","Colorado","https://en.wikipedia.org/wiki/Colorado","Active","136","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:21-176","[","]",""
"Gamma Alpha Kappa Zeta","July 1, 2019","Cleveland Heights","https://en.wikipedia.org/wiki/Cleveland_Heights,_Ohio","Ohio","https://en.wikipedia.org/wiki/Ohio","Active","396","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-457","[","]",""
"Gamma Alpha Lambda Zeta","","Junction City","https://en.wikipedia.org/wiki/Junction_City,_Kansas","Kansas","https://en.wikipedia.org/wiki/Kansas","Active","","","","",""
"Gamma Alpha Mu Zeta","","Tortola","https://en.wikipedia.org/wiki/Tortola","Virgin Islands","https://en.wikipedia.org/wiki/Virgin_Islands","Active","","","","",""
"Gamma Alpha Nu Zeta","August 14, 2019","Nashua","https://en.wikipedia.org/wiki/Nashua,_New_Hampshire","New Hampshire","https://en.wikipedia.org/wiki/New_Hampshire","Active","","","","",""
"Gamma Alpha Xi Zeta","October 24, 2019","Troy","https://en.wikipedia.org/wiki/Troy,_Alabama","Alabama","https://en.wikipedia.org/wiki/Alabama","Active","","","","",""
"Gamma Alpha Omicron Zeta","March 9, 2020","State College","https://en.wikipedia.org/wiki/State_College,_Pennsylvania","Pennsylvania","https://en.wikipedia.org/wiki/Pennsylvania","Active","397","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:16-458","[","]",""
"Gamma Alpha Pi Zeta","June 12, 2020","Bergen County","https://en.wikipedia.org/wiki/Bergen_County,_New_Jersey","New Jersey","https://en.wikipedia.org/wiki/New_Jersey","Active","397","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:16-458","[","]",""
"Gamma Alpha Rho Zeta","July 16, 2020","Odessa","https://en.wikipedia.org/wiki/Odessa,_Delaware","Delaware","https://en.wikipedia.org/wiki/Delaware","Active","398","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-459","[","]",""
"Gamma Alpha Sigma Zeta","August 29, 2020","Accra","https://en.wikipedia.org/wiki/Accra","Ghana","https://en.wikipedia.org/wiki/Ghana","Active","284","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:36-341","[","]",""
"Gamma Alpha Tau Zeta","","Penn Hills","https://en.wikipedia.org/wiki/Penn_Hills,_Pennsylvania","Pennsylvania","https://en.wikipedia.org/wiki/Pennsylvania","Active","","","","",""
"Gamma Alpha Upsilon Zeta","","Crestview","https://en.wikipedia.org/wiki/Crestview,_Florida","Okaloosa County","https://en.wikipedia.org/wiki/Okaloosa_County,_Florida","Active","171","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:22-222","[","]","Florida"
"Gamma Alpha Phi Zeta","","Duplin County","https://en.wikipedia.org/wiki/Duplin_County,_North_Carolina","North Carolina","https://en.wikipedia.org/wiki/North_Carolina","Active","","","","",""
"Gamma Alpha Chi Zeta","","Comal","https://en.wikipedia.org/wiki/Comal_County,_Texas","Guadalupe","https://en.wikipedia.org/wiki/Guadalupe_County,_Texas","Active","","","","","Hays"
"Gamma Alpha Psi Zeta","December 15, 2020","Kankakee","https://en.wikipedia.org/wiki/Kankakee,_Illinois","Illinois","https://en.wikipedia.org/wiki/Illinois","Active","399","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-460","[","]",""
"Gamma Alpha Omega Zeta","Sachse","Collin County","https://en.wikipedia.org/wiki/Collin_County,_Texas","Anna","https://en.wikipedia.org/wiki/Anna,_Texas","Active","","","","","Celina"
"Delta Alpha Alpha Zeta","","Collin County","https://en.wikipedia.org/wiki/Collin_County,_Texas","Allen","https://en.wikipedia.org/wiki/Allen,_Texas","Active","","","","","Fairview"
"Delta Alpha Beta Zeta","March 10, 2021","Milford","https://en.wikipedia.org/wiki/Milford,_Delaware","Sussex County","https://en.wikipedia.org/wiki/Sussex_County,_Delaware","Active","","","","","Delaware"
"Delta Alpha Gamma Zeta","","Liverpool","https://en.wikipedia.org/wiki/Liverpool,_New_York","New York","https://en.wikipedia.org/wiki/New_York_(state)","Active","","","","",""
"Delta Alpha Delta Zeta","August 20, 2021","Clay County","https://en.wikipedia.org/wiki/Clay_County,_Florida","Florida","https://en.wikipedia.org/wiki/Florida","Active","400","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-461","[","]",""
"Delta Alpha Epsilon Zeta","August 2021","Collier County","https://en.wikipedia.org/wiki/Collier_County,_Florida","Florida","https://en.wikipedia.org/wiki/Florida","Active","","","","",""
"Delta Alpha Zeta Zeta","October 16, 2021","Pasco County","https://en.wikipedia.org/wiki/Pasco_County,_Florida","Florida","https://en.wikipedia.org/wiki/Florida","Active","","","","",""
"Delta Alpha Eta Zeta","","McDuffie County","https://en.wikipedia.org/wiki/McDuffie_County,_Georgia","Georgia","https://en.wikipedia.org/wiki/Georgia_(U.S._state)","Active","","","","",""
"Delta Alpha Theta Zeta","","Tarrant County","https://en.wikipedia.org/wiki/Tarrant_County,_Texas","Haslet","https://en.wikipedia.org/wiki/Haslet,_Texas","Active","","","","","Grapevine"
"Delta Alpha Iota Zeta","May 2022","Reidsville","https://en.wikipedia.org/wiki/Reidsville,_North_Carolina","Rockingham County","https://en.wikipedia.org/wiki/Rockingham_County,_North_Carolina","Active","","","","","North Carolina"
"Delta Alpha Kappa Zeta","","Fort Bend County","https://en.wikipedia.org/wiki/Fort_Bend_County,_Texas","Houston","https://en.wikipedia.org/wiki/Houston","Active","","","","","Texas"
"Delta Alpha Lambda Zeta","Downtown Brooklyn","Brooklyn","https://en.wikipedia.org/wiki/Brooklyn","Park Slope","https://en.wikipedia.org/wiki/Park_Slope","Active","","","","","Bensonhurst"
"Delta Alpha Mu Zeta","","Orange County","https://en.wikipedia.org/wiki/Orange_County,_Florida","Florida","https://en.wikipedia.org/wiki/Florida","Active","","","","",""
"Delta Alpha Nu Zeta","August 14, 2019","Vermont","https://en.wikipedia.org/wiki/Vermont","Maine","https://en.wikipedia.org/wiki/Maine","Active","368","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:42-428","[","]","New Hampshire"
"Delta Alpha Xi Zeta","October 24, 2019","Troy","https://en.wikipedia.org/wiki/Troy,_Alabama","Alabama","https://en.wikipedia.org/wiki/Alabama","Active","","","","",""
"Delta Alpha Omicron Zeta","","State College","https://en.wikipedia.org/wiki/State_College,_Pennsylvania","Pennsylvania","https://en.wikipedia.org/wiki/Pennsylvania","Active","","","","",""
"Delta Alpha Pi Zeta","June 12, 2020","Bergen County","https://en.wikipedia.org/wiki/Bergen_County,_New_Jersey","Essex County","https://en.wikipedia.org/wiki/Essex_County,_New_Jersey","Active","401","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-462","[","]","New Jersey"
"Delta Alpha Rho Zeta","July 16, 2020","New Castle County","https://en.wikipedia.org/wiki/New_Castle_County,_Delaware","Delaware","https://en.wikipedia.org/wiki/Delaware","Active","402","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-463","[","]",""
